Row,PAamp,PBamp,PCamp,PDamp,PFamp,PAr10,PAr20,PAr30,PAr40,PAr50,PAr60,PAr70,PAr80,PAr90,PAr95,PAr100,PAf95,PAf90,PAf80,PAf40,PAf20,PBr10,PBr20,PBr30,PBr40,PBr50,PBr60,PBr70,PBr80,PBr90,PBr95,PBr100,PBf95,PBf90,PBf80,PBf40,PBf20,PCr10,PCr20,PCr30,PCr40,PCr50,PCr60,PCr70,PCr80,PCr90,PCr95,PCr100,PCf95,PCf90,PCf80,PCf40,PCf20,PDr10,PDr20,PDr30,PDr40,PDr50,PDr60,PDr70,PDr80,PDr90,PDr95,PDr100,PDf95,PDf90,PDf80,PDf40,PDf20,PFr10,PFr20,PFr30,PFr40,PFr50,PFr60,PFr70,PFr80,PFr90,PFr95,PFr100,PFf95,PFf90,PFf80,PFf40,PFf20,y
7771,1.707e-07,1.871e-07,2.43e-07,5.693e-07,3.525e-07,-7.78e-06,0,6.867e-06,1.351e-05,2.116e-05,2.894e-05,3.813e-05,5.007e-05,6.785e-05,7.884e-05,0.0001082,0.000179,0.0002077,0.0002566,0.0004868,0.0007415,-5.79e-06,3.456e-06,1.198e-05,2.044e-05,2.987e-05,4.01e-05,5.178e-05,6.662e-05,8.773e-05,0.0001052,0.0001666,0.0002202,0.0002686,0.0003352,0.0006427,0.000959,3.248e-07,1.383e-05,2.451e-05,3.719e-05,4.855e-05,6.353e-05,8.008e-05,9.921e-05,0.000122,0.000156,0.000217,0.0002855,0.0003312,0.000401,0.0007283,0.0010232,-2.3e-05,-1.69e-05,-1.16e-05,-6.61e-06,-1.11e-06,5.248e-06,1.301e-05,2.268e-05,3.771e-05,5.004e-05,9.387e-05,0.0001514,0.0001903,0.0002615,0.0006049,0.0009194,-3.27e-05,-2.83e-05,-2.46e-05,-2.1e-05,-1.72e-05,-1.28e-05,-7.56e-06,-3e-07,1.154e-05,2.16e-05,4.827e-05,9.706e-05,0.000123,0.0001811,0.0004871,0.0007883,-12.502
7809,1.62e-07,1.849e-07,2.483e-07,6.226e-07,3.694e-07,-8.16e-06,0,7.377e-06,1.414e-05,2.107e-05,2.882e-05,3.864e-05,4.972e-05,6.713e-05,7.795e-05,0.0001192,0.0001777,0.0002055,0.0002584,0.0005078,0.0007575,-7.15e-06,3.273e-06,1.241e-05,2.118e-05,3.096e-05,4.077e-05,5.201e-05,6.672e-05,8.633e-05,0.000104,0.0001552,0.000235,0.0002739,0.0003354,0.0006557,0.0009754,-2.81e-06,1.194e-05,2.314e-05,3.414e-05,4.697e-05,5.916e-05,7.742e-05,9.915e-05,0.000126,0.00015,0.0002192,0.0002845,0.0003369,0.0003909,0.0007445,0.0011135,-2.24e-05,-1.66e-05,-1.17e-05,-6.81e-06,-1.56e-06,4.284e-06,1.133e-05,2.033e-05,3.507e-05,4.65e-05,8.642e-05,0.0001435,0.000178,0.0002447,0.0005871,0.000922,-3.25e-05,-2.81e-05,-2.45e-05,-2.1e-05,-1.73e-05,-1.32e-05,-8.34e-06,-1.63e-06,9.142e-06,1.803e-05,4.802e-05,8.971e-05,0.0001169,0.0001723,0.0004779,0.0007901,-12.502
7914,1.605e-07,1.697e-07,2.352e-07,4.503e-07,3.535e-07,-8.4e-06,0,7.176e-06,1.417e-05,2.159e-05,3.01e-05,3.984e-05,5.168e-05,7.117e-05,8.636e-05,0.0001194,0.0001753,0.0002113,0.0002554,0.0005003,0.0007362,-7.28e-06,2.553e-06,1.079e-05,1.945e-05,2.861e-05,3.795e-05,4.865e-05,6.571e-05,8.586e-05,0.000103,0.000141,0.0002198,0.0002539,0.0003311,0.0006452,0.0009595,-7.95e-06,4.231e-06,1.534e-05,2.487e-05,3.633e-05,4.932e-05,6.451e-05,8.058e-05,0.0001107,0.0001275,0.0001922,0.000251,0.0003094,0.0003762,0.000717,0.0010381,-2.14e-05,-1.44e-05,-8.42e-06,-2.54e-06,3.55e-06,1.053e-05,1.945e-05,3.08e-05,4.741e-05,6.255e-05,9.945e-05,0.0001687,0.0002101,0.0002877,0.0006432,0.000979,-3.64e-05,-3.2e-05,-2.82e-05,-2.44e-05,-2.04e-05,-1.58e-05,-1.01e-05,-2.55e-06,9.333e-06,1.976e-05,5.065e-05,9.486e-05,0.0001181,0.0001665,0.0004579,0.000764,-12.502
8348,1.598e-07,1.485e-07,1.752e-07,3.749e-07,2.552e-07,-7.56e-06,0,6.935e-06,1.375e-05,2.111e-05,2.977e-05,3.895e-05,4.974e-05,6.744e-05,8.246e-05,0.0001163,0.0001764,0.0002026,0.0002509,0.0004887,0.0007247,-6.49e-06,2.584e-06,9.888e-06,1.734e-05,2.647e-05,3.604e-05,4.662e-05,6.034e-05,8.276e-05,9.832e-05,0.0001443,0.0002105,0.0002523,0.0003144,0.0006191,0.0008963,2.898e-06,1.426e-05,2.54e-05,3.608e-05,4.777e-05,6.511e-05,8.037e-05,0.0001003,0.000127,0.0001518,0.0002051,0.0002869,0.0003186,0.0003839,0.0007055,0.0010187,-2.29e-05,-1.66e-05,-1.09e-05,-5.4e-06,3.669e-07,7.148e-06,1.584e-05,2.705e-05,4.192e-05,5.361e-05,9.958e-05,0.0001625,0.0001971,0.0002734,0.0006266,0.0009574,-3.25e-05,-2.79e-05,-2.4e-05,-2.01e-05,-1.57e-05,-1.07e-05,-4.47e-06,4.117e-06,1.746e-05,2.971e-05,6.598e-05,0.0001136,0.0001435,0.0002089,0.0005267,0.0008434,-12.502
8569,1.213e-07,1.503e-07,2.107e-07,5.396e-07,3.252e-07,-8.5e-06,0,7.473e-06,1.441e-05,2.17e-05,3.024e-05,3.96e-05,5.026e-05,6.636e-05,7.829e-05,0.0001408,0.0001702,0.0002041,0.0002585,0.0005144,0.0007514,-5.83e-06,4.874e-06,1.361e-05,2.267e-05,3.201e-05,4.254e-05,5.388e-05,6.902e-05,9.005e-05,0.0001027,0.0001592,0.0002284,0.0002649,0.0003391,0.0006539,0.0009573,-4.51e-06,1.667e-05,2.68e-05,3.703e-05,4.889e-05,6.257e-05,7.798e-05,9.281e-05,0.0001386,0.0001554,0.0002376,0.0002818,0.0003376,0.0003866,0.0007527,0.0010846,-2.25e-05,-1.68e-05,-1.21e-05,-7.45e-06,-2.49e-06,2.873e-06,8.905e-06,1.646e-05,2.836e-05,3.929e-05,7.284e-05,0.0001298,0.0001628,0.0002309,0.00056,0.0008754,-3.22e-05,-2.78e-05,-2.43e-05,-2.09e-05,-1.76e-05,-1.39e-05,-9.8e-06,-4.51e-06,3.58e-06,1.038e-05,3.284e-05,6.556e-05,8.74e-05,0.000132,0.0004186,0.0006956,-12.502
8649,1.393e-07,1.57e-07,2.068e-07,5.108e-07,3.227e-07,-7.98e-06,0,6.404e-06,1.285e-05,2e-05,2.867e-05,3.781e-05,5.032e-05,6.553e-05,8.042e-05,0.0001137,0.000167,0.0001971,0.0002559,0.0004965,0.0007254,-6.02e-06,4.126e-06,1.348e-05,2.169e-05,3.047e-05,3.989e-05,5.211e-05,6.673e-05,8.788e-05,0.0001014,0.0001401,0.000227,0.0002727,0.0003309,0.0006249,0.0009614,-7.16e-09,1.39e-05,2.545e-05,3.539e-05,4.765e-05,6.091e-05,7.819e-05,9.914e-05,0.000123,0.0001516,0.0002129,0.0002789,0.0003185,0.0003936,0.0007408,0.0010878,-2.36e-05,-1.76e-05,-1.24e-05,-7.35e-06,-2.12e-06,3.818e-06,1.099e-05,2.054e-05,3.514e-05,4.675e-05,8.499e-05,0.0001357,0.0001757,0.0002459,0.0005785,0.0008929,-3.32e-05,-2.89e-05,-2.52e-05,-2.17e-05,-1.81e-05,-1.42e-05,-9.46e-06,-3.17e-06,6.503e-06,1.524e-05,3.939e-05,7.781e-05,0.0001029,0.0001524,0.0004506,0.0007575,-12.502
9027,1.18e-07,1.475e-07,2.191e-07,5.05e-07,3.476e-07,-7.81e-06,0,7.677e-06,1.494e-05,2.203e-05,2.974e-05,3.94e-05,5.293e-05,7.093e-05,8.473e-05,0.0001085,0.0001673,0.000204,0.0002521,0.0005035,0.000714,-7.23e-06,3.082e-06,1.32e-05,2.261e-05,3.154e-05,4.328e-05,5.449e-05,7.009e-05,8.969e-05,0.0001161,0.0001629,0.0002275,0.0002743,0.0003413,0.00064,0.0009583,-1.17e-05,5.024e-06,1.678e-05,2.896e-05,4.168e-05,5.687e-05,7.328e-05,9.39e-05,0.0001284,0.0001552,0.0001885,0.0002648,0.0003353,0.0003911,0.0007189,0.0010824,-2.33e-05,-1.72e-05,-1.2e-05,-7.07e-06,-1.97e-06,3.557e-06,9.965e-06,1.838e-05,3.086e-05,4.217e-05,7.819e-05,0.0001444,0.0001752,0.0002468,0.0005657,0.0008802,-3.4e-05,-2.98e-05,-2.64e-05,-2.32e-05,-2e-05,-1.65e-05,-1.25e-05,-7.59e-06,2.389e-08,6.404e-06,2.619e-05,5.533e-05,7.459e-05,0.0001119,0.0003817,0.0006697,-12.502
9083,1.212e-07,1.186e-07,1.473e-07,3.458e-07,2.524e-07,-7.75e-06,0,6.963e-06,1.374e-05,2.052e-05,2.861e-05,3.873e-05,4.963e-05,6.589e-05,7.692e-05,0.0001218,0.0001725,0.0002045,0.00025,0.0004898,0.0007236,-5.45e-06,4.851e-06,1.291e-05,2.099e-05,3e-05,3.939e-05,4.929e-05,6.667e-05,8.765e-05,0.0001039,0.0001586,0.0002104,0.0002632,0.0003161,0.0006208,0.0009275,1.161e-06,1.396e-05,2.6e-05,3.589e-05,4.932e-05,6.353e-05,7.699e-05,0.0001038,0.0001344,0.0001628,0.0002226,0.0002704,0.0003156,0.0003765,0.0006999,0.0010239,-2.24e-05,-1.6e-05,-1.07e-05,-5.55e-06,9.348e-08,6.701e-06,1.423e-05,2.43e-05,3.986e-05,5.149e-05,9.381e-05,0.0001546,0.0001911,0.0002629,0.0006014,0.0009314,-3.3e-05,-2.87e-05,-2.5e-05,-2.14e-05,-1.76e-05,-1.33e-05,-8.2e-06,-1.37e-06,9.1e-06,1.814e-05,4.421e-05,8.368e-05,0.0001062,0.0001595,0.0004517,0.0007601,-12.502
9295,1.657e-07,1.685e-07,2.195e-07,4.702e-07,3.304e-07,-8.07e-06,0,7.038e-06,1.366e-05,2.08e-05,2.895e-05,3.863e-05,5.12e-05,6.768e-05,8.093e-05,0.0001224,0.000175,0.0002015,0.0002546,0.0004906,0.0007202,-6.93e-06,3.183e-06,1.118e-05,1.941e-05,2.744e-05,3.723e-05,4.927e-05,6.38e-05,8.913e-05,0.0001058,0.0001432,0.0002223,0.0002626,0.0003187,0.0006413,0.0009731,-1.39e-06,1.04e-05,2.179e-05,3.255e-05,4.399e-05,5.765e-05,7.452e-05,9.328e-05,0.0001207,0.000147,0.0002024,0.0002618,0.0003086,0.0003897,0.0007259,0.0010216,-2.2e-05,-1.56e-05,-1.01e-05,-4.75e-06,1.036e-06,7.732e-06,1.617e-05,2.703e-05,4.319e-05,5.746e-05,0.0001064,0.0001587,0.0002031,0.0002752,0.0006195,0.0009663,-3.39e-05,-2.95e-05,-2.59e-05,-2.23e-05,-1.84e-05,-1.39e-05,-8.31e-06,-5.15e-07,1.184e-05,2.213e-05,5.043e-05,9.926e-05,0.0001257,0.0001802,0.000485,0.0007925,-12.502
9882,1.749e-07,1.977e-07,2.629e-07,6.269e-07,3.724e-07,-8.47e-06,0,6.673e-06,1.303e-05,1.978e-05,2.814e-05,3.745e-05,4.819e-05,6.696e-05,7.929e-05,0.0001129,0.0001685,0.0002025,0.0002519,0.0004972,0.0007367,-6.51e-06,2.773e-06,1.114e-05,1.974e-05,2.89e-05,3.842e-05,4.999e-05,6.569e-05,8.705e-05,0.0001021,0.0001673,0.000226,0.0002683,0.0003367,0.0006437,0.0009468,7.92e-08,1.237e-05,2.21e-05,3.32e-05,4.531e-05,5.949e-05,7.894e-05,9.936e-05,0.0001291,0.0001473,0.0001977,0.000283,0.0003192,0.0003973,0.0007409,0.0010923,-2.42e-05,-1.82e-05,-1.31e-05,-8.06e-06,-2.7e-06,3.48e-06,1.077e-05,1.975e-05,3.396e-05,4.648e-05,7.697e-05,0.0001439,0.0001822,0.0002534,0.0005868,0.0009133,-3.37e-05,-2.93e-05,-2.56e-05,-2.2e-05,-1.82e-05,-1.41e-05,-8.88e-06,-1.68e-06,1.01e-05,2.034e-05,4.737e-05,9.373e-05,0.0001212,0.0001783,0.0004854,0.0007965,-12.502
10105,1.753e-07,1.929e-07,2.516e-07,6.191e-07,3.598e-07,-8.39e-06,0,7.14e-06,1.364e-05,2.05e-05,2.873e-05,3.8e-05,5.106e-05,6.675e-05,7.862e-05,0.0001095,0.000169,0.0002007,0.0002509,0.0004926,0.0007229,-5.65e-06,4.09e-06,1.201e-05,2.013e-05,2.975e-05,4.007e-05,4.962e-05,6.485e-05,8.674e-05,0.0001018,0.0001791,0.0002309,0.0002669,0.000336,0.0006402,0.0009298,-7.31e-07,1.273e-05,2.453e-05,3.507e-05,4.815e-05,6.185e-05,7.737e-05,9.674e-05,0.0001283,0.000146,0.0002271,0.0002698,0.0003279,0.0003972,0.0007342,0.0010775,-2.38e-05,-1.79e-05,-1.28e-05,-7.78e-06,-2.56e-06,3.29e-06,1.045e-05,2.024e-05,3.489e-05,4.636e-05,8.234e-05,0.0001476,0.0001822,0.0002559,0.0005973,0.0009212,-3.32e-05,-2.88e-05,-2.5e-05,-2.14e-05,-1.75e-05,-1.31e-05,-7.8e-06,-4.24e-07,1.098e-05,2.257e-05,5.354e-05,9.665e-05,0.0001224,0.0001843,0.000491,0.0007852,-12.502
10538,1.54e-07,1.475e-07,1.8e-07,3.771e-07,2.674e-07,-8.29e-06,0,7.099e-06,1.38e-05,2.071e-05,2.838e-05,3.797e-05,5.049e-05,6.812e-05,8.342e-05,0.0001065,0.0001714,0.000202,0.0002531,0.0004903,0.0007296,-8.16e-06,1.827e-06,1.058e-05,1.838e-05,2.628e-05,3.571e-05,4.687e-05,5.967e-05,8.239e-05,9.532e-05,0.0001201,0.0002175,0.0002508,0.0003161,0.0006218,0.0009212,6.709e-07,1.352e-05,2.338e-05,3.361e-05,4.68e-05,5.881e-05,7.552e-05,9.513e-05,0.0001153,0.0001454,0.0002025,0.0002723,0.0003132,0.0003906,0.0007241,0.0010251,-2.23e-05,-1.59e-05,-1.05e-05,-4.79e-06,1.282e-06,7.714e-06,1.573e-05,2.644e-05,4.372e-05,5.535e-05,9.139e-05,0.000152,0.0001968,0.000273,0.0006296,0.0009668,-3.34e-05,-2.9e-05,-2.51e-05,-2.13e-05,-1.71e-05,-1.21e-05,-5.99e-06,2.224e-06,1.459e-05,2.516e-05,6.019e-05,0.0001043,0.0001374,0.0001957,0.0005071,0.0008303,-12.502
10590,1.764e-07,2.208e-07,3.173e-07,7.695e-07,4.308e-07,-8.16e-06,0,6.776e-06,1.313e-05,2.007e-05,2.843e-05,3.749e-05,4.962e-05,6.685e-05,7.866e-05,0.0001231,0.0001728,0.0002009,0.0002548,0.0005033,0.0007276,-6.25e-06,3.611e-06,1.2e-05,2.022e-05,2.936e-05,3.905e-05,5.136e-05,6.655e-05,8.839e-05,0.0001058,0.0001535,0.0002291,0.0002668,0.0003385,0.0006464,0.0009652,-7.66e-07,1.059e-05,2.004e-05,3.065e-05,4.472e-05,5.854e-05,7.528e-05,9.609e-05,0.0001315,0.0001477,0.0001799,0.0002773,0.0003239,0.0003984,0.0007375,0.0010582,-2.44e-05,-1.87e-05,-1.38e-05,-9.16e-06,-4.28e-06,1.161e-06,7.726e-06,1.639e-05,2.984e-05,4.066e-05,7.758e-05,0.0001307,0.0001682,0.0002357,0.0005638,0.0008765,-3.35e-05,-2.93e-05,-2.58e-05,-2.25e-05,-1.91e-05,-1.53e-05,-1.07e-05,-4.78e-06,5.039e-06,1.371e-05,4.158e-05,8.253e-05,0.0001076,0.0001623,0.0004595,0.0007572,-12.502
10637,1.764e-07,1.994e-07,2.682e-07,6.58e-07,3.778e-07,-8.07e-06,0,6.796e-06,1.358e-05,2.034e-05,2.766e-05,3.702e-05,4.911e-05,6.693e-05,7.709e-05,0.0001128,0.0001725,0.0002043,0.0002521,0.0004965,0.0007331,-5.48e-06,3.95e-06,1.269e-05,2.101e-05,2.985e-05,3.972e-05,5.18e-05,6.571e-05,8.702e-05,0.000105,0.0001568,0.000225,0.0002616,0.0003324,0.0006442,0.0009415,3.249e-06,1.493e-05,2.549e-05,3.626e-05,4.684e-05,6.017e-05,7.695e-05,9.733e-05,0.0001254,0.0001473,0.0002024,0.0002745,0.000326,0.000399,0.0007445,0.0010378,-2.38e-05,-1.8e-05,-1.29e-05,-7.91e-06,-2.76e-06,3.039e-06,1.039e-05,2.022e-05,3.356e-05,4.569e-05,8.083e-05,0.000141,0.0001783,0.0002481,0.000582,0.0009077,-3.31e-05,-2.87e-05,-2.5e-05,-2.14e-05,-1.76e-05,-1.34e-05,-8.34e-06,-1.3e-06,1.043e-05,2.034e-05,5.043e-05,9.396e-05,0.0001217,0.0001822,0.0004881,0.0007853,-12.502
10639,1.392e-07,1.619e-07,2.204e-07,5.395e-07,3.506e-07,-8.25e-06,0,7.044e-06,1.366e-05,2.107e-05,2.873e-05,3.842e-05,4.973e-05,7.008e-05,8.342e-05,0.0001215,0.0001656,0.0001976,0.0002505,0.0005016,0.0007083,-6.09e-06,3.969e-06,1.345e-05,2.216e-05,3.082e-05,4.203e-05,5.485e-05,6.9e-05,8.906e-05,0.0001066,0.0001575,0.0002232,0.0002643,0.0003273,0.0006575,0.0009566,1.504e-06,1.574e-05,2.514e-05,3.571e-05,4.808e-05,6.2e-05,7.913e-05,9.569e-05,0.0001264,0.0001409,0.0002479,0.0002894,0.000327,0.0004037,0.000732,0.00102,-2.31e-05,-1.7e-05,-1.2e-05,-7.31e-06,-2.25e-06,3.557e-06,1.073e-05,1.943e-05,3.387e-05,4.621e-05,8.632e-05,0.0001447,0.0001788,0.0002483,0.0005817,0.0008951,-3.38e-05,-2.96e-05,-2.61e-05,-2.27e-05,-1.93e-05,-1.55e-05,-1.11e-05,-5.23e-06,4.203e-06,1.186e-05,3.592e-05,7.384e-05,9.733e-05,0.0001421,0.0004335,0.0007221,-12.502
10712,1.365e-07,1.483e-07,1.984e-07,4.384e-07,3.313e-07,-8.4e-06,0,6.779e-06,1.383e-05,2.124e-05,2.969e-05,3.915e-05,5.097e-05,7.101e-05,8.333e-05,0.0001351,0.0001705,0.000198,0.0002514,0.0004944,0.0007362,-7.35e-06,2.476e-06,1.184e-05,2.023e-05,2.848e-05,3.953e-05,5.276e-05,6.844e-05,8.947e-05,0.0001053,0.0001607,0.0002165,0.0002665,0.000334,0.0006572,0.0009802,-2.8e-06,1.048e-05,2.055e-05,3.264e-05,4.413e-05,5.753e-05,7.139e-05,9.335e-05,0.0001219,0.0001518,0.0002047,0.0002701,0.0003081,0.0003923,0.0007297,0.0010552,-2.23e-05,-1.62e-05,-1.08e-05,-5.53e-06,2.909e-07,6.967e-06,1.5e-05,2.513e-05,3.98e-05,5.307e-05,9.592e-05,0.00016,0.0002044,0.0002744,0.0006094,0.000951,-3.53e-05,-3.11e-05,-2.76e-05,-2.42e-05,-2.06e-05,-1.66e-05,-1.16e-05,-5.09e-06,6.002e-06,1.452e-05,4.312e-05,7.66e-05,9.911e-05,0.0001438,0.0004314,0.0007421,-12.502
10813,1.601e-07,1.678e-07,2.17e-07,4.977e-07,3.194e-07,-7.82e-06,0,6.81e-06,1.326e-05,2.001e-05,2.825e-05,3.767e-05,4.923e-05,6.487e-05,7.989e-05,0.0001111,0.0001723,0.0002012,0.0002567,0.0004826,0.0007049,-6.4e-06,3.028e-06,1.175e-05,1.993e-05,2.802e-05,3.791e-05,4.853e-05,6.292e-05,8.521e-05,9.869e-05,0.0001583,0.0002278,0.0002574,0.0003288,0.0006399,0.000931,-6.11e-07,1.113e-05,2.316e-05,3.435e-05,4.629e-05,6.015e-05,7.568e-05,9.111e-05,0.0001221,0.0001462,0.0002151,0.0002751,0.0003135,0.0003798,0.0006959,0.0010346,-2.32e-05,-1.72e-05,-1.18e-05,-6.52e-06,-7.36e-07,5.607e-06,1.319e-05,2.303e-05,3.844e-05,5.04e-05,8.232e-05,0.0001504,0.0001895,0.0002625,0.0006064,0.0009217,-3.43e-05,-2.99e-05,-2.61e-05,-2.24e-05,-1.85e-05,-1.4e-05,-8.39e-06,-6.8e-07,1.092e-05,2.116e-05,5.352e-05,9.586e-05,0.0001217,0.0001789,0.000476,0.0007686,-12.502
11327,1.683e-07,1.737e-07,2.261e-07,4.844e-07,3.215e-07,-8.38e-06,0,7.062e-06,1.38e-05,2.144e-05,2.928e-05,3.839e-05,5.034e-05,6.773e-05,8.143e-05,0.0001212,0.0001734,0.0002019,0.0002538,0.0005016,0.0007253,-5.71e-06,3.631e-06,1.15e-05,1.97e-05,2.778e-05,3.719e-05,4.958e-05,6.321e-05,8.719e-05,0.0001026,0.0001684,0.0002162,0.0002569,0.000317,0.0006289,0.0009214,9.288e-07,1.174e-05,2.263e-05,3.431e-05,4.604e-05,5.989e-05,7.582e-05,9.708e-05,0.0001278,0.000146,0.0002004,0.0002722,0.000316,0.0003845,0.0007181,0.0010242,-2.21e-05,-1.59e-05,-1.05e-05,-5.27e-06,4.247e-07,6.851e-06,1.456e-05,2.45e-05,3.979e-05,5.367e-05,0.000102,0.000157,0.0001974,0.0002722,0.0006187,0.0009343,-3.32e-05,-2.88e-05,-2.49e-05,-2.11e-05,-1.7e-05,-1.23e-05,-6.48e-06,1.448e-06,1.429e-05,2.518e-05,5.803e-05,0.0001002,0.0001301,0.0001885,0.0004908,0.0008013,-12.502
11982,1.32e-07,1.166e-07,1.38e-07,2.589e-07,2.165e-07,-9.13e-06,0,7.49e-06,1.458e-05,2.219e-05,2.946e-05,3.879e-05,5.108e-05,6.829e-05,8.069e-05,0.0001231,0.0001837,0.0002078,0.0002548,0.000491,0.0007034,-7.06e-06,1.248e-06,9.699e-06,1.79e-05,2.609e-05,3.387e-05,4.509e-05,6.22e-05,7.79e-05,9.535e-05,0.0001407,0.0002071,0.000247,0.0003107,0.0006004,0.0008881,-2.66e-06,1.048e-05,2.077e-05,3.143e-05,4.46e-05,5.821e-05,7.662e-05,9.181e-05,0.0001197,0.0001425,0.0001919,0.0002806,0.0003235,0.0003845,0.0006994,0.0009895,-2.22e-05,-1.57e-05,-9.83e-06,-3.87e-06,2.601e-06,9.823e-06,1.825e-05,2.997e-05,4.394e-05,5.685e-05,0.0001143,0.0001735,0.0002077,0.0002845,0.0006393,0.0009757,-3.45e-05,-3.01e-05,-2.62e-05,-2.23e-05,-1.79e-05,-1.27e-05,-6.48e-06,2.157e-06,1.561e-05,2.677e-05,5.673e-05,0.0001026,0.0001284,0.000187,0.0005031,0.0007998,-12.502
12000,1.599e-07,1.713e-07,2.248e-07,5.013e-07,3.586e-07,-8.01e-06,0,6.82e-06,1.348e-05,2.029e-05,2.772e-05,3.711e-05,5.019e-05,6.77e-05,8.173e-05,0.0001184,0.000176,0.0001985,0.0002527,0.0004899,0.0007205,-5.89e-06,3.073e-06,1.118e-05,2.005e-05,3.03e-05,3.947e-05,5.089e-05,6.651e-05,8.779e-05,0.0001049,0.0001568,0.0002223,0.0002684,0.0003331,0.0006418,0.0009258,-6.15e-07,1.056e-05,2.13e-05,3.218e-05,4.579e-05,5.877e-05,7.637e-05,9.722e-05,0.0001301,0.0001519,0.0002128,0.0002767,0.0003198,0.0003882,0.000708,0.0010139,-2.32e-05,-1.68e-05,-1.15e-05,-6.25e-06,-5.32e-07,5.883e-06,1.353e-05,2.414e-05,4.044e-05,5.272e-05,8.647e-05,0.0001643,0.0002066,0.0002752,0.0006153,0.0009464,-3.52e-05,-3.11e-05,-2.75e-05,-2.41e-05,-2.03e-05,-1.61e-05,-1.09e-05,-3.9e-06,7.605e-06,1.776e-05,5.127e-05,8.59e-05,0.00011,0.00016,0.0004511,0.0007595,-12.502
12145,1.685e-07,1.616e-07,2.009e-07,4.204e-07,2.965e-07,-8.61e-06,0,7.48e-06,1.41e-05,2.107e-05,2.903e-05,3.896e-05,5.135e-05,6.97e-05,8.53e-05,0.000127,0.0001732,0.0002002,0.0002518,0.0004912,0.0007105,-4.75e-06,3.72e-06,1.159e-05,2.032e-05,2.94e-05,3.926e-05,5.122e-05,6.431e-05,9.043e-05,0.0001055,0.0001598,0.0002051,0.0002428,0.0003055,0.0006153,0.0008832,-1.82e-06,1.288e-05,2.348e-05,3.484e-05,4.809e-05,6.043e-05,7.497e-05,9.541e-05,0.0001233,0.0001415,0.0001878,0.0002837,0.0003214,0.0003899,0.0007135,0.0009872,-2.22e-05,-1.59e-05,-1.02e-05,-4.44e-06,1.782e-06,8.568e-06,1.677e-05,2.819e-05,4.466e-05,5.696e-05,0.0001126,0.00017,0.0002094,0.0002857,0.0006292,0.0009334,-3.28e-05,-2.84e-05,-2.47e-05,-2.1e-05,-1.69e-05,-1.22e-05,-6.33e-06,1.892e-06,1.457e-05,2.507e-05,6.229e-05,0.0001092,0.00014,0.0001975,0.0005076,0.0008055,-12.502
12344,1.63e-07,1.558e-07,1.897e-07,3.846e-07,2.771e-07,-8.38e-06,0,7.116e-06,1.375e-05,2.1e-05,2.95e-05,4.076e-05,5.172e-05,6.734e-05,8.447e-05,0.0001242,0.0001749,0.000204,0.0002522,0.0004935,0.0007314,-6.48e-06,2.743e-06,1.168e-05,1.936e-05,2.728e-05,3.614e-05,4.745e-05,6.174e-05,8.348e-05,0.0001032,0.0001514,0.0002151,0.0002494,0.0003114,0.0006333,0.0008999,-6.43e-07,1.144e-05,2.178e-05,3.395e-05,4.621e-05,5.999e-05,7.549e-05,9.371e-05,0.0001258,0.0001434,0.000221,0.0002885,0.0003265,0.0003956,0.0007097,0.0010104,-2.19e-05,-1.52e-05,-9.21e-06,-3.46e-06,2.674e-06,9.475e-06,1.739e-05,2.9e-05,4.561e-05,5.846e-05,0.000101,0.0001635,0.0002009,0.0002781,0.0006341,0.0009583,-3.33e-05,-2.88e-05,-2.49e-05,-2.09e-05,-1.66e-05,-1.17e-05,-5.34e-06,3.348e-06,1.608e-05,2.66e-05,6.664e-05,0.0001067,0.0001396,0.0002024,0.0005142,0.0008335,-12.502
12415,1.578e-07,1.691e-07,2.201e-07,4.978e-07,3.496e-07,-7.86e-06,0,7.055e-06,1.395e-05,2.128e-05,2.903e-05,3.837e-05,5.089e-05,6.696e-05,7.901e-05,0.0001196,0.0001762,0.0002067,0.000254,0.0005013,0.0007309,-5.36e-06,3.925e-06,1.334e-05,2.194e-05,3.043e-05,4.061e-05,5.205e-05,6.685e-05,8.7e-05,0.000101,0.0001364,0.0002286,0.0002665,0.0003267,0.0006611,0.0009701,-1.79e-06,1.092e-05,2.237e-05,3.38e-05,4.75e-05,6.044e-05,7.669e-05,9.653e-05,0.0001233,0.0001468,0.0002028,0.0002818,0.0003194,0.0003955,0.000739,0.0010676,-2.26e-05,-1.64e-05,-1.09e-05,-5.61e-06,2.933e-07,7.035e-06,1.495e-05,2.478e-05,4.077e-05,5.45e-05,9.407e-05,0.0001591,0.0002027,0.0002724,0.0006215,0.0009574,-3.42e-05,-2.99e-05,-2.63e-05,-2.28e-05,-1.91e-05,-1.48e-05,-9.55e-06,-2.69e-06,8.445e-06,1.804e-05,5.007e-05,8.7e-05,0.000111,0.0001618,0.0004578,0.0007685,-12.502
