Row,PAamp,PBamp,PCamp,PDamp,PFamp,PAr10,PAr20,PAr30,PAr40,PAr50,PAr60,PAr70,PAr80,PAr90,PAr95,PAr100,PAf95,PAf90,PAf80,PAf40,PAf20,PBr10,PBr20,PBr30,PBr40,PBr50,PBr60,PBr70,PBr80,PBr90,PBr95,PBr100,PBf95,PBf90,PBf80,PBf40,PBf20,PCr10,PCr20,PCr30,PCr40,PCr50,PCr60,PCr70,PCr80,PCr90,PCr95,PCr100,PCf95,PCf90,PCf80,PCf40,PCf20,PDr10,PDr20,PDr30,PDr40,PDr50,PDr60,PDr70,PDr80,PDr90,PDr95,PDr100,PDf95,PDf90,PDf80,PDf40,PDf20,PFr10,PFr20,PFr30,PFr40,PFr50,PFr60,PFr70,PFr80,PFr90,PFr95,PFr100,PFf95,PFf90,PFf80,PFf40,PFf20,y
92382,3.384e-07,2.974e-07,2.391e-07,9.261e-07,3.612e-07,-6.12e-06,0,4.943e-06,9.5e-06,1.407e-05,1.891e-05,2.447e-05,3.153e-05,4.121e-05,4.897e-05,8.194e-05,0.0001284,0.000158,0.000208,0.0004398,0.0006544,-7.02e-06,-1.47e-07,5.508e-06,1.079e-05,1.614e-05,2.201e-05,2.899e-05,3.804e-05,5.142e-05,6.431e-05,0.0001083,0.000162,0.0001889,0.0002421,0.0004991,0.0007442,2.763e-05,3.93e-05,4.91e-05,5.939e-05,7.061e-05,8.462e-05,9.794e-05,0.0001187,0.0001416,0.0001616,0.0002107,0.0002632,0.000311,0.0003651,0.0006441,0.0009477,-2e-05,-1.56e-05,-1.21e-05,-8.9e-06,-5.76e-06,-2.54e-06,9.467e-07,5.007e-06,1.04e-05,1.446e-05,2.594e-05,4.34e-05,5.441e-05,7.909e-05,0.0002434,0.0004679,-4.49e-06,1.515e-06,6.366e-06,1.09e-05,1.553e-05,2.048e-05,2.637e-05,3.468e-05,5.428e-05,7.435e-05,0.0001155,0.0001686,0.0002008,0.000255,0.0005102,0.0007633,-29.5
92420,3.332e-07,2.967e-07,2.379e-07,9.305e-07,3.474e-07,-5.82e-06,0,4.733e-06,9.182e-06,1.37e-05,1.857e-05,2.4e-05,3.042e-05,4.04e-05,4.821e-05,8.251e-05,0.0001262,0.0001509,0.0002002,0.0004239,0.0007194,-6.85e-06,-1.17e-07,5.501e-06,1.07e-05,1.582e-05,2.134e-05,2.752e-05,3.507e-05,4.862e-05,6.092e-05,9.851e-05,0.0001492,0.0001864,0.0002376,0.000486,0.0008334,3.184e-05,4.202e-05,5.183e-05,6.148e-05,7.085e-05,8.223e-05,9.888e-05,0.0001186,0.0001437,0.0001619,0.0002201,0.0002766,0.0003035,0.0003622,0.0006327,0.0010051,-1.87e-05,-1.43e-05,-1.07e-05,-7.36e-06,-4.07e-06,-6.78e-07,3.022e-06,7.309e-06,1.292e-05,1.707e-05,2.811e-05,4.278e-05,5.09e-05,6.751e-05,0.0002209,0.00044,-2.11e-06,4.202e-06,9.226e-06,1.4e-05,1.887e-05,2.413e-05,3.041e-05,3.879e-05,5.563e-05,8.699e-05,0.0001265,0.0001578,0.0001965,0.0002518,0.0004927,0.0007598,-29.5
93548,2.54e-07,2.248e-07,1.784e-07,7.346e-07,2.585e-07,-5.7e-06,0,4.631e-06,8.956e-06,1.334e-05,1.812e-05,2.354e-05,3.015e-05,4.067e-05,4.899e-05,7.966e-05,0.0001174,0.0001471,0.0001993,0.0004305,0.0006413,-7.33e-06,-5.44e-07,5.135e-06,1.022e-05,1.525e-05,2.061e-05,2.651e-05,3.426e-05,4.636e-05,5.797e-05,9.966e-05,0.0001531,0.0001825,0.0002405,0.0004855,0.0007358,3.141e-05,4.18e-05,5.029e-05,5.989e-05,7.063e-05,8.455e-05,0.0001003,0.0001179,0.0001417,0.0001627,0.0002028,0.0002735,0.0003021,0.0003555,0.000657,0.000935,-1.88e-05,-1.43e-05,-1.06e-05,-7.28e-06,-3.99e-06,-6.14e-07,3.04e-06,7.24e-06,1.262e-05,1.646e-05,2.606e-05,3.851e-05,4.454e-05,5.54e-05,0.0001865,0.0004031,-2.16e-06,3.89e-06,9.145e-06,1.418e-05,1.93e-05,2.466e-05,3.077e-05,3.921e-05,5.884e-05,8.975e-05,0.0001204,0.0001708,0.0001986,0.0002523,0.0005047,0.0007512,-29.5
93574,3.561e-07,3.173e-07,2.502e-07,9.784e-07,3.575e-07,-5.66e-06,0,4.527e-06,8.746e-06,1.289e-05,1.723e-05,2.21e-05,2.813e-05,3.707e-05,4.38e-05,6.915e-05,0.0001247,0.0001499,0.0001991,0.0004255,0.0006411,-7.86e-06,-1.17e-06,4.371e-06,9.517e-06,1.445e-05,1.95e-05,2.54e-05,3.307e-05,4.471e-05,5.449e-05,9.155e-05,0.0001486,0.0001763,0.0002332,0.0004789,0.0007245,3.124e-05,4.179e-05,5.127e-05,6.168e-05,7.263e-05,8.462e-05,9.922e-05,0.0001195,0.0001413,0.000159,0.0002131,0.0002652,0.0002976,0.0003555,0.000633,0.0008896,-1.87e-05,-1.42e-05,-1.05e-05,-7.25e-06,-3.96e-06,-5.57e-07,3.151e-06,7.447e-06,1.309e-05,1.723e-05,2.835e-05,4.396e-05,5.337e-05,7.26e-05,0.0002272,0.0004536,-9.21e-07,5.63e-06,1.095e-05,1.591e-05,2.085e-05,2.613e-05,3.234e-05,4.094e-05,5.813e-05,8.122e-05,0.0001195,0.0001766,0.0001998,0.0002583,0.0005024,0.0007351,-29.5
93722,3.495e-07,3.087e-07,2.371e-07,9.335e-07,3.446e-07,-5.48e-06,0,4.416e-06,8.49e-06,1.262e-05,1.711e-05,2.233e-05,2.869e-05,3.776e-05,4.479e-05,6.317e-05,0.0001212,0.0001473,0.0001954,0.0004298,0.0006392,-7.24e-06,-1e-06,3.955e-06,8.704e-06,1.353e-05,1.875e-05,2.49e-05,3.296e-05,4.466e-05,5.515e-05,9.757e-05,0.0001503,0.0001784,0.0002361,0.0004901,0.0007321,3.063e-05,4.187e-05,5.218e-05,6.203e-05,7.3e-05,8.53e-05,0.0001018,0.0001183,0.0001433,0.0001581,0.0002255,0.0002713,0.000312,0.000377,0.0006424,0.000934,-1.86e-05,-1.43e-05,-1.08e-05,-7.72e-06,-4.59e-06,-1.36e-06,2.146e-06,6.263e-06,1.177e-05,1.588e-05,2.717e-05,4.572e-05,5.77e-05,8.335e-05,0.0002434,0.0004703,-1.53e-06,5.242e-06,1.078e-05,1.598e-05,2.123e-05,2.7e-05,3.414e-05,4.417e-05,6.435e-05,8.052e-05,0.0001287,0.0001802,0.000211,0.000262,0.0005116,0.0007513,-29.5
93907,3.109e-07,2.724e-07,2.157e-07,8.575e-07,3.272e-07,-5.64e-06,0,4.83e-06,9.455e-06,1.41e-05,1.91e-05,2.467e-05,3.153e-05,4.277e-05,5.216e-05,7.38e-05,0.000124,0.0001512,0.0002046,0.0004358,0.0006404,-6.71e-06,-2.47e-07,5.217e-06,1.048e-05,1.563e-05,2.126e-05,2.804e-05,3.708e-05,5.096e-05,6.431e-05,0.000105,0.000155,0.0001858,0.0002392,0.000495,0.0007249,2.861e-05,4.154e-05,5.124e-05,6.037e-05,7.188e-05,8.632e-05,0.0001012,0.0001169,0.0001433,0.0001616,0.0002274,0.0002739,0.0003078,0.0003696,0.0006344,0.0009055,-2.01e-05,-1.6e-05,-1.26e-05,-9.63e-06,-6.65e-06,-3.57e-06,-2.2e-07,3.717e-06,8.999e-06,1.299e-05,2.42e-05,4.395e-05,5.707e-05,8.348e-05,0.0002418,0.0004611,-3.85e-06,1.981e-06,6.869e-06,1.154e-05,1.641e-05,2.177e-05,2.815e-05,3.699e-05,5.62e-05,7.672e-05,0.000117,0.0001726,0.000203,0.0002514,0.0005026,0.0007167,-29.5
93985,2.617e-07,2.263e-07,1.802e-07,7.146e-07,2.783e-07,-6.11e-06,0,4.846e-06,9.421e-06,1.417e-05,1.928e-05,2.472e-05,3.123e-05,4.156e-05,4.916e-05,7.054e-05,0.0001262,0.000155,0.0002078,0.0004435,0.0006383,-7.28e-06,-5.1e-07,5.072e-06,1.028e-05,1.563e-05,2.164e-05,2.885e-05,3.803e-05,5.285e-05,6.434e-05,0.0001113,0.0001553,0.0001875,0.0002425,0.0004993,0.0007141,2.933e-05,4.182e-05,5.029e-05,6.082e-05,7.276e-05,8.657e-05,0.0001002,0.0001171,0.0001413,0.0001603,0.0002169,0.0002679,0.0003087,0.0003634,0.0006525,0.0009189,-2.03e-05,-1.62e-05,-1.3e-05,-1e-05,-7.13e-06,-4.12e-06,-8.19e-07,3.101e-06,8.447e-06,1.254e-05,2.414e-05,4.287e-05,5.564e-05,8.078e-05,0.0002397,0.0004735,-4.39e-06,1.824e-06,6.76e-06,1.144e-05,1.629e-05,2.159e-05,2.819e-05,3.815e-05,5.688e-05,7.727e-05,0.0001137,0.0001672,0.0001961,0.0002542,0.000501,0.0007341,-29.5
94011,2.686e-07,2.234e-07,1.689e-07,6.702e-07,2.567e-07,-5.19e-06,0,4.38e-06,8.556e-06,1.287e-05,1.763e-05,2.3e-05,2.947e-05,3.889e-05,4.709e-05,6.256e-05,0.0001173,0.0001419,0.0001948,0.0004114,0.0006324,-7.53e-06,-1.49e-06,3.746e-06,8.89e-06,1.427e-05,2.025e-05,2.731e-05,3.665e-05,5.118e-05,6.157e-05,9.856e-05,0.0001469,0.0001844,0.0002378,0.0004844,0.0007182,3.048e-05,4.36e-05,5.502e-05,6.664e-05,7.832e-05,9.124e-05,0.0001066,0.000123,0.000147,0.0001751,0.0001969,0.0002861,0.0003127,0.0003621,0.0006222,0.0008833,-1.94e-05,-1.56e-05,-1.25e-05,-9.68e-06,-6.81e-06,-3.8e-06,-4.44e-07,3.618e-06,9.387e-06,1.405e-05,2.816e-05,5.583e-05,7.252e-05,0.0001001,0.0002705,0.0004863,-9.41e-07,5.926e-06,1.148e-05,1.684e-05,2.247e-05,2.886e-05,3.686e-05,4.898e-05,6.828e-05,8.416e-05,0.0001097,0.0001842,0.0002151,0.0002668,0.000509,0.0007426,-29.5
94267,2.944e-07,2.439e-07,1.792e-07,7.142e-07,2.795e-07,-5.59e-06,0,4.6e-06,9.02e-06,1.343e-05,1.798e-05,2.308e-05,2.942e-05,3.824e-05,4.491e-05,6.495e-05,0.0001118,0.0001361,0.0001895,0.0004149,0.0006239,-7.09e-06,-9.11e-07,4.368e-06,9.479e-06,1.46e-05,2.026e-05,2.724e-05,3.62e-05,5.09e-05,6.294e-05,9.775e-05,0.0001506,0.0001839,0.0002366,0.0004925,0.0007161,3.111e-05,4.321e-05,5.419e-05,6.605e-05,7.753e-05,9.01e-05,0.0001039,0.0001225,0.000145,0.0001625,0.0002097,0.0002885,0.0003057,0.0003669,0.0006249,0.0008809,-1.89e-05,-1.5e-05,-1.19e-05,-9.05e-06,-6.18e-06,-3.17e-06,1.919e-07,4.287e-06,1.007e-05,1.474e-05,3.135e-05,6.354e-05,8.11e-05,0.0001097,0.0002847,0.0005108,9.294e-08,7.037e-06,1.305e-05,1.885e-05,2.472e-05,3.118e-05,3.923e-05,5.123e-05,7.117e-05,9.03e-05,0.0001209,0.0001763,0.0002106,0.0002629,0.0005103,0.0007344,-29.5
94596,2.719e-07,2.396e-07,1.794e-07,7.459e-07,2.596e-07,-5.69e-06,0,4.521e-06,8.586e-06,1.267e-05,1.708e-05,2.208e-05,2.817e-05,3.683e-05,4.353e-05,6.422e-05,0.0001113,0.0001411,0.0001916,0.0004164,0.0006055,-7.83e-06,-1.8e-06,3.353e-06,8.106e-06,1.278e-05,1.779e-05,2.366e-05,3.127e-05,4.216e-05,5.017e-05,9.142e-05,0.0001444,0.0001739,0.0002249,0.0004733,0.0006933,3.11e-05,4.528e-05,5.511e-05,6.472e-05,7.561e-05,8.632e-05,0.0001009,0.000118,0.0001405,0.0001577,0.0002314,0.0002718,0.0002978,0.0003644,0.0006195,0.0008752,-1.75e-05,-1.31e-05,-9.65e-06,-6.41e-06,-3.22e-06,5.118e-08,3.584e-06,7.653e-06,1.297e-05,1.687e-05,2.742e-05,4.094e-05,4.85e-05,6.314e-05,0.0002056,0.0004219,8.319e-08,7.121e-06,1.269e-05,1.791e-05,2.314e-05,2.888e-05,3.56e-05,4.6e-05,7.171e-05,8.645e-05,0.0001258,0.0001752,0.0002034,0.0002581,0.0005022,0.0007263,-29.5
94655,3.151e-07,2.76e-07,2.055e-07,8.162e-07,3.062e-07,-5.78e-06,0,4.578e-06,8.822e-06,1.309e-05,1.765e-05,2.268e-05,2.888e-05,3.788e-05,4.492e-05,6.669e-05,0.0001174,0.0001417,0.000187,0.0004248,0.000648,-7.76e-06,-1.58e-06,3.572e-06,8.576e-06,1.374e-05,1.936e-05,2.605e-05,3.468e-05,4.784e-05,5.968e-05,9.869e-05,0.0001498,0.0001764,0.0002294,0.0004853,0.0007448,3.28e-05,4.305e-05,5.36e-05,6.395e-05,7.637e-05,8.849e-05,0.0001052,0.0001189,0.000144,0.0001607,0.0002154,0.0002633,0.000307,0.0003568,0.0006309,0.0009364,-1.83e-05,-1.41e-05,-1.08e-05,-7.8e-06,-4.8e-06,-1.68e-06,1.718e-06,5.727e-06,1.112e-05,1.522e-05,2.749e-05,4.727e-05,6.187e-05,8.838e-05,0.0002578,0.0004799,-1.01e-06,5.944e-06,1.155e-05,1.683e-05,2.229e-05,2.861e-05,3.702e-05,4.839e-05,7.067e-05,8.947e-05,0.0001258,0.0001717,0.0002089,0.0002556,0.0005067,0.0007631,-29.5
94942,2.892e-07,2.371e-07,1.804e-07,7.263e-07,2.927e-07,-5.82e-06,0,4.702e-06,9.132e-06,1.364e-05,1.853e-05,2.412e-05,3.103e-05,4.173e-05,5.013e-05,7.375e-05,0.0001259,0.0001566,0.0002072,0.0004311,0.0006519,-7.58e-06,-8.5e-07,4.87e-06,1.032e-05,1.591e-05,2.202e-05,2.947e-05,4.019e-05,5.607e-05,6.949e-05,0.0001129,0.0001606,0.0001949,0.0002481,0.0004983,0.0007708,2.87e-05,4.167e-05,5.237e-05,6.372e-05,7.508e-05,8.987e-05,0.0001011,0.0001182,0.0001446,0.0001654,0.0002337,0.0002872,0.0003182,0.0003743,0.0006369,0.0009167,-2.1e-05,-1.72e-05,-1.4e-05,-1.12e-05,-8.41e-06,-5.42e-06,-2.05e-06,2.076e-06,8.049e-06,1.294e-05,2.975e-05,6.36e-05,8.156e-05,0.0001111,0.0002881,0.0005165,-4.37e-06,2.023e-06,7.449e-06,1.27e-05,1.809e-05,2.415e-05,3.156e-05,4.217e-05,6.004e-05,8.122e-05,0.0001241,0.0001826,0.0002108,0.0002673,0.0005138,0.0007544,-29.5
94965,2.656e-07,2.331e-07,1.775e-07,7.408e-07,2.676e-07,-5.44e-06,0,4.619e-06,8.946e-06,1.315e-05,1.757e-05,2.274e-05,2.919e-05,3.891e-05,4.693e-05,7.807e-05,0.0001239,0.0001497,0.0001894,0.0004165,0.0006244,-7.75e-06,-1.35e-06,4.137e-06,9.464e-06,1.464e-05,2.025e-05,2.712e-05,3.592e-05,4.93e-05,6.108e-05,0.0001076,0.0001466,0.0001754,0.0002235,0.000466,0.0006838,3.302e-05,4.311e-05,5.276e-05,6.391e-05,7.541e-05,8.787e-05,0.0001011,0.0001164,0.0001392,0.0001574,0.0002084,0.0002714,0.0003001,0.0003591,0.0006212,0.0008661,-1.91e-05,-1.48e-05,-1.14e-05,-8.36e-06,-5.32e-06,-2.18e-06,1.225e-06,5.207e-06,1.045e-05,1.431e-05,2.527e-05,3.995e-05,4.896e-05,6.724e-05,0.0002175,0.000425,-2.78e-06,3.923e-06,9.362e-06,1.442e-05,1.96e-05,2.533e-05,3.223e-05,4.199e-05,6.149e-05,8.54e-05,0.0001284,0.0001666,0.0002017,0.0002484,0.000499,0.0007219,-29.5
95332,2.759e-07,2.431e-07,1.882e-07,7.807e-07,2.871e-07,-5.53e-06,0,4.561e-06,8.872e-06,1.327e-05,1.801e-05,2.34e-05,3.002e-05,4.015e-05,4.83e-05,7.868e-05,0.0001218,0.0001465,0.0001986,0.0004362,0.000685,-7.66e-06,-9.75e-07,4.356e-06,9.422e-06,1.474e-05,2.05e-05,2.704e-05,3.626e-05,4.931e-05,6.188e-05,9.868e-05,0.0001447,0.0001826,0.0002367,0.0005007,0.0007653,2.793e-05,3.91e-05,4.886e-05,5.959e-05,7.127e-05,8.275e-05,0.0001004,0.0001161,0.0001414,0.0001627,0.0001994,0.0002711,0.0003067,0.0003712,0.0006635,0.0009654,-1.99e-05,-1.57e-05,-1.23e-05,-9.32e-06,-6.34e-06,-3.27e-06,5.482e-08,3.955e-06,9.159e-06,1.307e-05,2.428e-05,4.129e-05,5.24e-05,7.519e-05,0.0002257,0.0004521,-3.87e-06,2.625e-06,7.975e-06,1.3e-05,1.798e-05,2.32e-05,2.944e-05,3.853e-05,6.121e-05,8.022e-05,0.0001282,0.0001741,0.0001984,0.0002531,0.0005075,0.0007745,-29.5
95524,3.299e-07,2.89e-07,2.21e-07,8.681e-07,3.334e-07,-5.65e-06,0,4.573e-06,8.877e-06,1.332e-05,1.814e-05,2.362e-05,3.037e-05,4.032e-05,4.839e-05,7.295e-05,0.0001203,0.0001485,0.000197,0.0004234,0.0006507,-7.37e-06,-7.31e-07,4.555e-06,9.466e-06,1.455e-05,2.022e-05,2.683e-05,3.549e-05,4.974e-05,6.074e-05,0.0001009,0.0001485,0.0001817,0.0002316,0.0004895,0.0007454,2.749e-05,4.117e-05,5.181e-05,6.17e-05,7.212e-05,8.603e-05,0.0001018,0.0001188,0.0001462,0.0001725,0.0002201,0.0002687,0.0002905,0.00035,0.0006548,0.0009135,-1.94e-05,-1.53e-05,-1.2e-05,-9e-06,-6.04e-06,-2.97e-06,3.849e-07,4.325e-06,9.662e-06,1.374e-05,2.575e-05,4.73e-05,6.231e-05,9.072e-05,0.0002544,0.0004809,-2.87e-06,3.878e-06,9.194e-06,1.42e-05,1.937e-05,2.5e-05,3.22e-05,4.294e-05,6.325e-05,8.307e-05,0.0001169,0.0001705,0.0002019,0.0002597,0.0005059,0.0007589,-29.5
95639,3.54e-07,2.409e-07,1.843e-07,5.973e-07,3.012e-07,-6.06e-06,0,4.849e-06,9.274e-06,1.372e-05,1.856e-05,2.426e-05,3.153e-05,4.181e-05,5.089e-05,7.895e-05,0.0001206,0.0001468,0.0001948,0.0004123,0.0006294,-6.78e-06,2.685e-07,6.066e-06,1.168e-05,1.747e-05,2.397e-05,3.233e-05,4.291e-05,5.967e-05,7.337e-05,0.0001205,0.0001776,0.000212,0.000268,0.0005326,0.0007852,2.837e-05,4.026e-05,5.226e-05,6.386e-05,7.575e-05,8.946e-05,0.000104,0.0001209,0.0001469,0.0001647,0.0002253,0.0002785,0.0003193,0.0003746,0.0006485,0.000964,-2.25e-05,-1.85e-05,-1.52e-05,-1.19e-05,-8.37e-06,-4.29e-06,8.226e-07,8.136e-06,2.097e-05,3.269e-05,7.015e-05,0.0001194,0.0001445,0.0001858,0.0004124,0.0006683,-4.54e-06,2.344e-06,8.407e-06,1.437e-05,2.078e-05,2.827e-05,3.865e-05,5.267e-05,7.433e-05,9.154e-05,0.0001317,0.0001942,0.0002255,0.0002836,0.0005454,0.0008015,-29.5
96468,2.78e-07,2.451e-07,1.838e-07,7.488e-07,2.676e-07,-5.51e-06,0,4.511e-06,8.668e-06,1.28e-05,1.705e-05,2.176e-05,2.747e-05,3.519e-05,4.142e-05,6.589e-05,0.0001117,0.0001451,0.0001881,0.0004189,0.0006281,-8.3e-06,-2.16e-06,2.894e-06,7.725e-06,1.273e-05,1.809e-05,2.424e-05,3.213e-05,4.424e-05,5.366e-05,8.189e-05,0.0001469,0.000175,0.0002299,0.0004803,0.0007159,3.208e-05,4.355e-05,5.407e-05,6.355e-05,7.283e-05,8.835e-05,0.0001022,0.0001189,0.0001445,0.0001671,0.0001874,0.0002718,0.0002966,0.000367,0.0006511,0.0009405,-1.82e-05,-1.39e-05,-1.05e-05,-7.37e-06,-4.3e-06,-1.14e-06,2.302e-06,6.315e-06,1.16e-05,1.551e-05,2.669e-05,4.19e-05,5.11e-05,7.023e-05,0.0002192,0.0004358,9.377e-09,6.697e-06,1.218e-05,1.752e-05,2.29e-05,2.889e-05,3.633e-05,4.681e-05,6.809e-05,8.707e-05,0.0001202,0.000176,0.0002044,0.0002607,0.0005112,0.0007578,-29.5
96475,3.558e-07,3.157e-07,2.382e-07,9.25e-07,3.457e-07,-5.82e-06,0,4.647e-06,8.836e-06,1.296e-05,1.741e-05,2.253e-05,2.88e-05,3.76e-05,4.501e-05,7.046e-05,0.0001121,0.0001456,0.0001961,0.0004167,0.0006289,-7.5e-06,-1.38e-06,3.725e-06,8.471e-06,1.316e-05,1.821e-05,2.414e-05,3.182e-05,4.439e-05,5.543e-05,9.846e-05,0.0001476,0.0001809,0.0002344,0.0004814,0.0007199,3.046e-05,4.182e-05,5.303e-05,6.342e-05,7.383e-05,8.739e-05,0.0001021,0.0001193,0.0001418,0.0001615,0.000212,0.0002746,0.0003118,0.0003681,0.000628,0.0008893,-1.84e-05,-1.41e-05,-1.07e-05,-7.61e-06,-4.56e-06,-1.4e-06,2.038e-06,6.066e-06,1.147e-05,1.56e-05,2.806e-05,4.738e-05,6.106e-05,8.916e-05,0.0002516,0.0004687,4.177e-07,6.809e-06,1.216e-05,1.729e-05,2.252e-05,2.81e-05,3.493e-05,4.517e-05,6.52e-05,8.319e-05,0.0001432,0.0001899,0.0002128,0.0002692,0.000506,0.0007593,-29.5
96618,3.083e-07,2.359e-07,1.752e-07,6.468e-07,2.86e-07,-5.7e-06,0,4.767e-06,9.256e-06,1.387e-05,1.873e-05,2.408e-05,3.072e-05,4.089e-05,4.953e-05,7.348e-05,0.0001197,0.0001492,0.0001976,0.0004207,0.000613,-7.02e-06,-1.01e-07,5.918e-06,1.169e-05,1.781e-05,2.457e-05,3.26e-05,4.245e-05,5.846e-05,7.183e-05,0.0001022,0.0001705,0.000201,0.0002563,0.0004992,0.0007311,2.953e-05,4.174e-05,5.27e-05,6.535e-05,7.612e-05,8.899e-05,0.0001037,0.0001221,0.0001467,0.0001592,0.0002174,0.0002733,0.0003161,0.0003729,0.0006208,0.0008549,-2.21e-05,-1.83e-05,-1.52e-05,-1.22e-05,-9.22e-06,-5.89e-06,-1.93e-06,3.263e-06,1.154e-05,1.932e-05,5.108e-05,8.945e-05,0.0001082,0.0001416,0.0003423,0.0005693,-4.18e-06,1.992e-06,7.471e-06,1.307e-05,1.921e-05,2.634e-05,3.478e-05,4.744e-05,6.652e-05,8.474e-05,0.0001158,0.0001823,0.0002176,0.0002736,0.0005132,0.0007404,-29.5
96826,2.736e-07,2.431e-07,1.921e-07,7.893e-07,2.837e-07,-5.77e-06,0,4.633e-06,9.009e-06,1.34e-05,1.813e-05,2.346e-05,3.019e-05,4.001e-05,4.869e-05,7.481e-05,0.0001232,0.0001547,0.0002033,0.0004312,0.0006442,-7.12e-06,-8.94e-07,4.417e-06,9.453e-06,1.461e-05,2.025e-05,2.662e-05,3.435e-05,4.687e-05,5.723e-05,8.201e-05,0.000152,0.0001875,0.0002444,0.0004959,0.0007476,2.769e-05,4.034e-05,5.039e-05,6.09e-05,7.112e-05,8.29e-05,9.82e-05,0.0001146,0.0001436,0.0001579,0.000222,0.0002674,0.0003121,0.0003664,0.0006425,0.0009374,-1.96e-05,-1.52e-05,-1.16e-05,-8.32e-06,-5.1e-06,-1.78e-06,1.797e-06,5.938e-06,1.134e-05,1.525e-05,2.521e-05,3.853e-05,4.544e-05,5.87e-05,0.0001974,0.0004218,-3.76e-06,3e-06,8.308e-06,1.306e-05,1.785e-05,2.306e-05,2.903e-05,3.677e-05,5.349e-05,7.907e-05,0.0001268,0.0001658,0.0002087,0.0002584,0.0005169,0.0007643,-29.5
97505,2.846e-07,2.495e-07,1.867e-07,7.522e-07,2.805e-07,-5.67e-06,0,4.53e-06,8.702e-06,1.293e-05,1.751e-05,2.271e-05,2.908e-05,3.842e-05,4.574e-05,7.179e-05,0.0001122,0.0001467,0.0001929,0.0004211,0.0006364,-7.58e-06,-1.45e-06,3.746e-06,8.755e-06,1.39e-05,1.958e-05,2.627e-05,3.491e-05,4.741e-05,5.91e-05,9.819e-05,0.0001537,0.0001806,0.0002358,0.000482,0.0007342,3.225e-05,4.252e-05,5.309e-05,6.49e-05,7.521e-05,8.796e-05,0.0001028,0.0001208,0.0001465,0.0001685,0.0002101,0.0002656,0.0003069,0.0003656,0.0006342,0.0009409,-1.88e-05,-1.47e-05,-1.15e-05,-8.54e-06,-5.63e-06,-2.62e-06,6.812e-07,4.575e-06,9.895e-06,1.401e-05,2.619e-05,4.606e-05,6.011e-05,8.695e-05,0.0002473,0.0004698,-1.19e-06,5.827e-06,1.151e-05,1.688e-05,2.248e-05,2.884e-05,3.683e-05,4.867e-05,7.228e-05,8.859e-05,0.0001189,0.0001804,0.000208,0.0002582,0.0005055,0.0007482,-29.5
97628,2.962e-07,2.047e-07,1.521e-07,5.344e-07,2.567e-07,-5.89e-06,0,4.831e-06,9.267e-06,1.36e-05,1.821e-05,2.358e-05,3.045e-05,4.136e-05,5.109e-05,7.982e-05,0.0001169,0.0001406,0.0001887,0.0004104,0.0006375,-6.83e-06,2.09e-07,6.432e-06,1.218e-05,1.791e-05,2.441e-05,3.257e-05,4.344e-05,6.044e-05,7.341e-05,0.000119,0.0001703,0.0002016,0.0002614,0.00053,0.0007929,2.752e-05,4.064e-05,5.318e-05,6.499e-05,7.505e-05,8.705e-05,0.0001052,0.000121,0.0001471,0.00017,0.000227,0.0002868,0.0003139,0.0003807,0.0006833,0.0010149,-2.23e-05,-1.83e-05,-1.5e-05,-1.18e-05,-8.46e-06,-4.63e-06,1.074e-07,6.73e-06,1.795e-05,2.826e-05,5.982e-05,0.0001046,0.0001258,0.0001631,0.0003807,0.0006411,-4.65e-06,2.53e-06,8.717e-06,1.507e-05,2.182e-05,2.945e-05,3.991e-05,5.363e-05,7.336e-05,8.972e-05,0.0001294,0.0001936,0.000223,0.000275,0.0005394,0.0008038,-29.5
98517,2.696e-07,2.198e-07,1.753e-07,6.912e-07,2.895e-07,-5.98e-06,0,4.988e-06,9.67e-06,1.44e-05,1.947e-05,2.525e-05,3.235e-05,4.294e-05,5.173e-05,8.253e-05,0.0001355,0.0001654,0.0002126,0.0004387,0.000641,-1.16e-05,-4.37e-06,1.333e-06,6.805e-06,1.238e-05,1.86e-05,2.657e-05,3.665e-05,5.215e-05,6.588e-05,0.0001113,0.000164,0.0001928,0.0002434,0.0005007,0.0007433,2.377e-05,3.423e-05,4.47e-05,5.743e-05,6.959e-05,8.303e-05,9.824e-05,0.0001147,0.0001458,0.0001656,0.0002065,0.0002627,0.000305,0.0003653,0.0006435,0.0009513,-2.66e-05,-2.27e-05,-1.95e-05,-1.66e-05,-1.37e-05,-1.07e-05,-7.42e-06,-3.45e-06,2.133e-06,6.64e-06,2.253e-05,5.044e-05,6.698e-05,9.558e-05,0.0002684,0.0004959,-1.08e-05,-4.89e-06,-6.81e-08,4.709e-06,9.697e-06,1.504e-05,2.157e-05,3.07e-05,4.903e-05,6.546e-05,0.0001089,0.0001673,0.0001959,0.0002495,0.0004936,0.0007337,-29.5
